library_name,toy_name,toy_type,age_group_labels,request_number,damage_description,status,damage_created_on
Delhi HUB,Mini Bike,Big,1-3 years | 3-5 years,RQ91858,DAMAGE ,PENDING,2026-09-14T12:34:05.223
Delhi HUB,Monuments of India Magnetic board,Toy,5-8 years | 8-12 years,RQ91857,DANMAGE,PENDING,2026-09-14T12:28:05.868
Delhi HUB,Weigh N Play Elephant,Toy,5-8 years,RQ91856,DAMAGE,PENDING,2026-09-14T12:20:45.325
Delhi HUB,Blix car-1,Toy,5-8 years | 8-12 years,RQ91853,DAMAGE ,PENDING,2026-09-14T12:19:25.848
Delhi HUB,STAR LINKS PLUS - 24 PIECES,Toy,0-1 years | 1-3 years,RQ91851,DAMAGE,PENDING,2026-09-14T12:07:50.413
Delhi HUB,Zoozi Rocker - Yellow,Big,1-3 years | 3-5 years,RQ91849,DAMAGE,PENDING,2026-09-14T12:06:48.948
Delhi HUB,Sakara 66 DIY Dark,Toy,3-5 years | 5-8 years,RQ91848,DAMAGE,PENDING,2026-09-14T12:05:53.184
Delhi HUB,Magplay Tiles,Toy,3-5 years | 5-8 years,RQ91846,DAMAGE ,PENDING,2026-09-14T12:00:58.502
Yogita's Toy Library,Blix car-1,Toy,5-8 years | 8-12 years,RQ91834,Damage,PENDING,2026-09-14T11:19:09.183
Yogita's Toy Library,Ice Cream,Toy,3-5 years | 5-8 years,RQ91832,Damage,PENDING,2026-09-14T11:16:07.935
Yogita's Toy Library,Naksha: Map of India,Toy,3-5 years | 5-8 years,RQ91831,Damage,PENDING,2026-09-14T11:12:28.436
Yogita's Toy Library,Happy Feet Baby Walker,Big,0-1 years | 1-3 years,RQ91825,Damage,PENDING,2026-09-14T11:01:57.296
Bangalore - Varthur Hub,Zuno EV Bike,Big,3-5 years | 5-8 years,RQ91817,s,PENDING,2026-09-14T10:11:34.452
Bangalore - Varthur Hub,Baby Maestro Touch Piano,Toy,0-1 years | 1-3 years,RQ91807,d,PENDING,2026-09-14T09:17:50.202
Bangalore - Varthur Hub,LARGE PRINT STORIES FOR GIRLS,Books,3-5 years | 5-8 years,RQ91806,d,PENDING,2026-09-14T09:17:30.1
Yogita's Toy Library,6-In-1 Live Band,Toy,0-1 years | 1-3 years,RQ91805,d,PENDING,2026-09-14T09:16:53.21
Bangalore - Varthur Hub,Baby Maestro Touch Piano,Toy,0-1 years | 1-3 years,RQ91803,d,PENDING,2026-09-14T09:16:38.759
Bangalore - Varthur Hub,I Can Be Brave,Books,1-3 years | 3-5 years,RQ91802,d,PENDING,2026-09-14T09:16:20.641
Yogita's Toy Library,"Aesop's Fables, Retold by Elli Woollard",Books,3-5 years | 5-8 years,RQ91801,d,PENDING,2026-09-14T09:15:31.959
Bangalore - Varthur Hub,Wooden 4 Level Sliding Car Track Toy,Toy,3-5 years | 5-8 years,RQ91800,d,PENDING,2026-09-14T09:15:10.184
Bangalore - Varthur Hub,6-In-1 Live Band,Toy,0-1 years | 1-3 years,RQ91799,d,PENDING,2026-09-14T09:14:59.746
Bangalore - Varthur Hub,Premium Quality Wooden Dressing Table CnC,Big,1-3 years | 3-5 years | 5-8 years,RQ91798,d,PENDING,2026-09-14T09:14:35.374
Bangalore - Varthur Hub,Bath Blocks,Toy,0-1 years | 1-3 years,RQ91797,d,PENDING,2026-09-14T09:14:14.413
the EleFant Play Arena - Noida,SLIDE AND SEE ZOO,Books,1-3 years | 3-5 years,RQ91678,damage,PENDING,2026-09-13T17:02:40.404
Andheri Hub - Mumbai,Wooden Coffee Maker Toy,Toy,1-3 years | 3-5 years,RQ91667,miss in coffeee ,PENDING,2026-09-13T16:07:16.797
the EleFant Play Arena - Noida,Learning Musical Playmat - Animal,Toy,3-5 years | 5-8 years,RQ91665,damage no sound,PENDING,2026-09-13T15:58:28.086
the EleFant Play Arena - Noida,Sound Book Fire Engine,Books,1-3 years | 3-5 years,RQ91664,damage,PENDING,2026-09-13T15:55:24.421
Hyderabad Hub,Magnetic Block 38,Toy,3-5 years | 5-8 years,RQ91661,Pieces missing,PENDING,2026-09-13T15:39:29.54
Yogita's Toy Library,Tool Box,Toy,3-5 years | 5-8 years,RQ91660,Damage,PENDING,2026-09-13T15:38:52.602
Hyderabad Hub,Matharon,Toy,5-8 years | 8-12 years,RQ91659,Pieces missing,PENDING,2026-09-13T15:37:32.811
Hyderabad Hub,Sports Car,Big,1-3 years | 3-5 years | 5-8 years,RQ91630,Not working,PENDING,2026-09-13T13:09:13.052
Hyderabad Hub,Magnetic Funny Creations,Toy,3-5 years | 5-8 years,RQ91622,Pieces missing,PENDING,2026-09-13T12:54:09.76
Ahmedabad HUB,Kitchen Set Wheel,Toy,3-5 years | 5-8 years,RQ91618,MISSING PRODUCT,PENDING,2026-09-13T12:47:32.411
Ahmedabad HUB,Football game,Big,5-8 years | 8-12 years,RQ91617,MISSING BALL,PENDING,2026-09-13T12:46:23.336
Ahmedabad HUB,Mini Bike,Big,1-3 years | 3-5 years,RQ91614,DAMAGE,PENDING,2026-09-13T12:42:16.649
Hyderabad Hub,Search and Find Megapack,Toy,3-5 years | 5-8 years,RQ91613,Pen missing,PENDING,2026-09-13T12:41:51.76
the EleFant Play Arena - Noida,Wooden 4 Level Sliding Car Track Toy,Toy,3-5 years | 5-8 years,RQ91612,without car,PENDING,2026-09-13T12:39:58.858
Ahmedabad HUB,RE Musical Keys set,Toy,0-1 years | 1-3 years,RQ91608,DAMAGE,PENDING,2026-09-13T12:30:08.685
Ahmedabad HUB,Jumping Melodies Keyboard,Toy,0-1 years | 1-3 years,RQ91607,DAMAGE,PENDING,2026-09-13T12:27:06.491
Ahmedabad HUB,Dinosaur Drop 'N Pop,Toy,0-1 years | 1-3 years,RQ91606,MISSING BALL,PENDING,2026-09-13T12:26:07.325
Ahmedabad HUB,Excavator,Toy,1-3 years,RQ91601,NA,PENDING,2026-09-13T12:12:17.874
Ahmedabad HUB,Excavator,Toy,1-3 years,RQ91600,V,PENDING,2026-09-13T12:11:54.811
Gurgaon Hub,Sizzle,Toy,5-8 years,RQ91598,magnets  short ,PENDING,2026-09-13T11:59:46.787
Ahmedabad HUB,City Traffic Beaded Building Block,Toy,1-3 years | 3-5 years,RQ91595,NA,PENDING,2026-09-13T11:43:41.284
Ahmedabad HUB,City Traffic Beaded Building Block,Toy,1-3 years | 3-5 years,RQ91594,NA,PENDING,2026-09-13T11:43:25.038
Ahmedabad HUB,City Traffic Beaded Building Block,Toy,1-3 years | 3-5 years,RQ91593,NA,PENDING,2026-09-13T11:43:07.319
Ahmedabad HUB,City Traffic Beaded Building Block,Toy,1-3 years | 3-5 years,RQ91592,D,PENDING,2026-09-13T11:42:46.49
Yogita's Toy Library,Classic Read–Along Collection,Books,3-5 years | 5-8 years,RQ91580,Damage,PENDING,2026-09-13T10:45:02.176
Yogita's Toy Library,MUSICAL BUS,Toy,0-1 years | 1-3 years,RQ91579,Damage,PENDING,2026-09-13T10:42:57.996
Yogita's Toy Library,E Jr Megasaur Touch & Talk Dino,Toy,1-3 years,RQ91562,Damage,PENDING,2026-09-13T09:48:48.988
Yogita's Toy Library,Rainbow Sorting,Toy,3-5 years | 5-8 years,RQ91560,Not available gilass,PENDING,2026-09-13T09:41:33.588
Yogita's Toy Library,Say and Spell,Toy,3-5 years | 5-8 years,RQ91558,Damage,PENDING,2026-09-13T09:36:51.05
the EleFant Play Arena - Noida,PEPPLAY DOUGH ART KIT - NATURE,Toy,3-5 years | 5-8 years,RQ91556,clay mixed not playable,PENDING,2026-09-13T09:35:24.001
Yogita's Toy Library,NE KOP DW ROLE ON PLAY SMALL  DOCTOR SET,Toy,3-5 years | 5-8 years,RQ91555,Damage,PENDING,2026-09-13T09:35:23.288
the EleFant Play Arena - Noida,Premium Wooden Little Dentist Pro Kit,Toy,3-5 years | 5-8 years,RQ91553,damage,PENDING,2026-09-13T09:33:40.14
the EleFant Play Arena - Noida,Wooden Cloud Shape Pop Up Toy,Toy,3-5 years | 5-8 years,RQ91552,"one stick not recieved
",PENDING,2026-09-13T09:32:13.527
Andheri Hub - Mumbai,Rowdy Roadie,Big,3-5 years | 5-8 years | 8-12 years,RQ91383,damage well ,PENDING,2026-09-12T16:10:29.044
Ahmedabad HUB,Ice Hockey,Big,3-5 years | 5-8 years | 8-12 years,RQ91372,DAMAGE,PENDING,2026-09-12T15:23:56.462
Hyderabad Hub,Five-Minute Stories for 3 Year Olds,Books,1-3 years | 3-5 years,RQ91371,Damage,PENDING,2026-09-12T15:12:18.279
Hyderabad Hub,My Little Buggy,Toy,0-1 years | 1-3 years,RQ91370,Damege,PENDING,2026-09-12T15:03:18.669
Hyderabad Hub,Activity Ring,Big,0-1 years | 1-3 years | 3-5 years | 5-8 years,RQ91369,Pieces missing,PENDING,2026-09-12T14:58:26.295
Hyderabad Hub,Sandwich Mix Up,Toy,3-5 years | 5-8 years,RQ91368,Pisces missing and damege,PENDING,2026-09-12T14:57:31.594
Hyderabad Hub,Dreamy Scooter,Big,1-3 years | 3-5 years | 5-8 years,RQ91366,Not working,PENDING,2026-09-12T14:56:32.809
Hyderabad Hub,Alphaprints: Alphababies,Books,0-1 years | 1-3 years,RQ91362,Damage,PENDING,2026-09-12T14:53:30.796
Hyderabad Hub,NE SS OP Magic Gears,Toy,0-1 years | 1-3 years,RQ91360,Pieces missing,PENDING,2026-09-12T14:46:35.188
Hyderabad Hub,Magnetic tile - 28 pcs,Toy,3-5 years,RQ91359,6 pieces missing,PENDING,2026-09-12T14:46:00.204
Gurgaon Hub,QUEST GIANT STACKER,Big,3-5 years | 5-8 years | 8-12 years,RQ91351,"QUEST GIANT STACKER 
but only 2 stacker received",PENDING,2026-09-12T14:03:31.233
Gurgaon Hub,Robot Stacking Games Set of 10,Toy,3-5 years | 5-8 years,RQ91349,Robot Stacking Games Set of 10 but 4 robot missing.....,PENDING,2026-09-12T13:59:16.041
Gurgaon Hub,Eggs and Spoon,Toy,3-5 years | 5-8 years,RQ91347,2 item missing,PENDING,2026-09-12T13:51:34.163
Gurgaon Hub,Montessori Rattles Kit,Toy,0-1 years | 1-3 years,RQ91345,2 pic missing...,PENDING,2026-09-12T13:44:45.844
Andheri Hub - Mumbai,PepPlay Doodle Placemats Travel Set - Superheroes & Monster,Toy,3-5 years | 5-8 years,RQ91344,missing part ,PENDING,2026-09-12T13:43:41.718
Gurgaon Hub,Search & Find-Flash Light Magic,Toy,3-5 years | 5-8 years,RQ91341,"1 paper flashlight missing 
2 dry erase markers missing 
1 duster cloth missing",PENDING,2026-09-12T13:33:33.138
Gurgaon Hub,Premium Wooden Junior Doctor Set,Toy,3-5 years | 5-8 years,RQ91340,Total pic as per box 17 but physically received only 10 pic,PENDING,2026-09-12T13:25:19.863
Gurgaon Hub,Sakara 66 DIY Dark,Toy,3-5 years | 5-8 years,RQ91334,As per box mention 66 pic but physically received 40 pic,PENDING,2026-09-12T12:40:32.727
Gurgaon Hub,Toddlers Make A Picture,Toy,1-3 years | 3-5 years,RQ91332,Missing pic,PENDING,2026-09-12T12:18:28.012
Gurgaon Hub,Alphatub,Big,1-3 years | 3-5 years,RQ91331,5 pic missing,PENDING,2026-09-12T12:17:35.595
Ahmedabad HUB,NE ROWAN TRICYCLE BLACK,Big,0-1 years | 1-3 years | 3-5 years,RQ91325,DAMAGE CYCLE,PENDING,2026-09-12T11:49:29.504
Yogita's Toy Library,Search and Find Megapack,Toy,3-5 years | 5-8 years,RQ91323,Damage,PENDING,2026-09-12T11:46:07.368
Yogita's Toy Library,Unicorns and Friends ABC,Books,3-5 years,RQ91321,Damage,PENDING,2026-09-12T11:37:33.013
Yogita's Toy Library,TOYZONE NE RESCUE SQUADLIFT,Toy,3-5 years | 5-8 years,RQ91320,Damage,PENDING,2026-09-12T11:37:05.616
Yogita's Toy Library,Musical stacker,Toy,0-1 years | 1-3 years,RQ91319,Not working,PENDING,2026-09-12T11:34:46.361
Yogita's Toy Library,Topple,Toy,5-8 years | 8-12 years,RQ91317,Damage,PENDING,2026-09-12T11:26:02.504
Bangalore - Varthur Hub,6-In-1 Live Band,Toy,0-1 years | 1-3 years,RQ91290,d,PENDING,2026-09-12T10:12:52.96
Bangalore - Varthur Hub,Mushroom Ride-on,Big,1-3 years | 3-5 years,RQ91289,d,PENDING,2026-09-12T10:12:26.964
Bangalore - Varthur Hub,Sakara 66 DIY Light,Toy,3-5 years | 5-8 years,RQ91288,d,PENDING,2026-09-12T10:12:12.207
Bangalore - Varthur Hub,Magnetic tile - 28 pcs,Toy,3-5 years,RQ91287,s,PENDING,2026-09-12T10:11:53.01
Bangalore - Varthur Hub,Rainbow Sorting,Toy,3-5 years | 5-8 years,RQ91286,d,PENDING,2026-09-12T10:11:30.694
Bangalore - Varthur Hub,Big Kitchen Set Trolley,Toy,3-5 years | 5-8 years,RQ91285,s,PENDING,2026-09-12T10:11:10.688
Bangalore - Varthur Hub,Found it! For When You're On The Go!,Toy,3-5 years | 5-8 years,RQ91284,d,PENDING,2026-09-12T10:10:42.965
Bangalore - Varthur Hub,PICTUREKA FS CLASSIC,Toy,5-8 years | 8-12 years,RQ91283,d,PENDING,2026-09-12T10:08:33.24
Bangalore - Varthur Hub,"Flowers Wooden Round Jigsaw Floor Puzzle, 13 Pcs",Toy,1-3 years | 3-5 years,RQ91282,d,PENDING,2026-09-12T10:07:55.692
Bangalore - Varthur Hub,NE ELC  BUILD AND PLAY HELICOPTER,Toy,1-3 years | 3-5 years,RQ91281,d,PENDING,2026-09-12T10:06:40.796
Bangalore - Varthur Hub,Farmyard Heads and Tails,Toy,1-3 years | 3-5 years,RQ91280,d,PENDING,2026-09-12T10:06:02.502
Bangalore - Varthur Hub,2 in 1 String Hockey Small,Toy,5-8 years | 8-12 years,RQ91279,d,PENDING,2026-09-12T10:05:42.336
Bangalore - Varthur Hub,Kats Air Hockey Big,Big,3-5 years | 5-8 years | 8-12 years,RQ91278,d,PENDING,2026-09-12T10:05:26.798
Bangalore - Varthur Hub,Wooden Bread Toasty Treat,Toy,1-3 years | 3-5 years,RQ91277,d,PENDING,2026-09-12T10:05:17.388
Bangalore - Varthur Hub,NE KOP TOOL SET TROLLEY,Toy,3-5 years | 5-8 years,RQ91275,d,PENDING,2026-09-12T10:03:38.679
Bangalore - Varthur Hub,Build & Bop,Toy,3-5 years | 5-8 years,RQ91274,d,PENDING,2026-09-12T10:03:10.38
Bangalore - Varthur Hub,Wooden Dessert Set,Toy,1-3 years | 3-5 years,RQ91273,d,PENDING,2026-09-12T10:01:58.743
Bangalore - Varthur Hub,NE SCOOTER B,Big,1-3 years | 3-5 years | 5-8 years,RQ91272,d,PENDING,2026-09-12T10:01:38.869
Bangalore - Varthur Hub,Sizzle,Toy,5-8 years,RQ91271,d,PENDING,2026-09-12T10:01:28.237
Bangalore - Varthur Hub,6-In-1 Live Band,Toy,0-1 years | 1-3 years,RQ91270,d,PENDING,2026-09-12T10:01:08.881
Bangalore - Varthur Hub,Vintage Scooter,Big,1-3 years | 3-5 years | 5-8 years,RQ91269,s,PENDING,2026-09-12T09:59:59.094
Bangalore - Varthur Hub,2-Seater Scooter,Big,1-3 years | 3-5 years | 5-8 years,RQ91268,d,PENDING,2026-09-12T09:59:31.835
Bangalore - Varthur Hub,Tron EV Bike,Big,3-5 years | 5-8 years,RQ91267,d,PENDING,2026-09-12T09:58:48.062
Bangalore - Varthur Hub,Jungle Jam 2 in 1 Piano Playmat,Big,1-3 years | 3-5 years | 5-8 years,RQ91263,d,PENDING,2026-09-12T09:55:32.984
Bangalore - Varthur Hub,ELC Shape Sorting Bus-Red,Toy,0-1 years | 1-3 years,RQ91262,d,PENDING,2026-09-12T09:55:22.603
Bangalore - Varthur Hub,NE ELC  BUILD AND PLAY AEROPLANE,Toy,1-3 years | 3-5 years,RQ91261,d,PENDING,2026-09-12T09:55:09.186
Bangalore - Varthur Hub,Ice cream rider - Cotton Candy,Big,1-3 years | 3-5 years,RQ91260,d,PENDING,2026-09-12T09:52:06.107
Bangalore - Varthur Hub,English numbers flash cards - 20 cards,Toy,1-3 years | 3-5 years,RQ91259,d,PENDING,2026-09-12T09:51:26.627
Bangalore - Varthur Hub,Wooden Bread Toasty Treat,Toy,1-3 years | 3-5 years,RQ91258,d,PENDING,2026-09-12T09:51:15.241
Bangalore - Varthur Hub,NE KOP DW ROLE ON PLAY SMALL CHEF SET,Toy,3-5 years | 5-8 years,RQ91257,d,PENDING,2026-09-12T09:51:04.355
Bangalore - Varthur Hub,Farm Lacing Wooden Blocks,Toy,0-1 years | 1-3 years,RQ91256,d,PENDING,2026-09-12T09:49:28.483
Bangalore - Varthur Hub,PEPPLAY DOUGH ART KIT - NATURE,Toy,3-5 years | 5-8 years,RQ91254,d,PENDING,2026-09-12T09:48:42.413
Bangalore - Varthur Hub,Elephant,Toy,0-1 years | 1-3 years,RQ91253,d,PENDING,2026-09-12T09:47:46.616
Ahmedabad HUB,Complete Kitchen Set,Toy,1-3 years | 3-5 years,RQ91192,missing set,PENDING,2026-09-11T18:56:11.555
Suman Jain,Magnetic Slate,Toy,3-5 years,RQ91191,missing pen,PENDING,2026-09-11T18:52:49.112
Andheri Hub - Mumbai,Wooden Bread Pop-up Toaster Toy,Toy,1-3 years | 3-5 years,RQ91190,missing part ,PENDING,2026-09-11T18:49:59.761
Ahmedabad HUB,Olive Ride-on,Big,1-3 years | 3-5 years,RQ91189,damage,PENDING,2026-09-11T18:47:24.487
Andheri Hub - Mumbai,Magplay Tiles,Toy,3-5 years | 5-8 years,RQ91188,damage,PENDING,2026-09-11T18:47:06.572
Ahmedabad HUB,Rainbow Sorting,Toy,3-5 years | 5-8 years,RQ91185,missing product,PENDING,2026-09-11T18:35:02.082
Andheri Hub - Mumbai,Dumper truck set 9958,Toy,1-3 years | 3-5 years,RQ91184,damage ,PENDING,2026-09-11T18:29:18.292
Andheri Hub - Mumbai,Wiggly Words,Toy,5-8 years | 8-12 years,RQ91178,missing part ,PENDING,2026-09-11T18:07:06.351
Andheri Hub - Mumbai,Pho-Pho-Phonics card with Interactive Pen,Toy,3-5 years | 5-8 years,RQ91176,missing part ,PENDING,2026-09-11T18:00:08.314
Ahmedabad HUB,Ring Toss,Toy,0-1 years | 1-3 years,RQ91164,NA,PENDING,2026-09-11T16:49:08.04
Ahmedabad HUB,Ring Toss,Toy,0-1 years | 1-3 years,RQ91163,NA,PENDING,2026-09-11T16:48:50.302
Ahmedabad HUB,Ring Toss,Toy,0-1 years | 1-3 years,RQ91162,NA,PENDING,2026-09-11T16:48:27.73
Andheri Hub - Mumbai,Jungle Birds 4 pieces - 24pcs,Toy,0-1 years | 1-3 years,RQ91159,missing part ,PENDING,2026-09-11T16:32:06.656
Suman Jain,Scavenger Hunt,Toy,5-8 years | 8-12 years,RQ91152,missing part,PENDING,2026-09-11T16:00:31.034
Andheri Hub - Mumbai,Word Perfect Junior,Toy,3-5 years,RQ91149,damege,PENDING,2026-09-11T15:36:25.322
Ahmedabad HUB,PEPPLAY DOUGH ART KIT - NATURE,Toy,3-5 years | 5-8 years,RQ91148,missing colour ,PENDING,2026-09-11T15:32:13.66
Ahmedabad HUB,Magnetic tile - 28 pcs,Toy,3-5 years,RQ91146,missing part,PENDING,2026-09-11T15:24:39.999
Ahmedabad HUB,Wooden 6 Layer Ramp Racer,Toy,1-3 years | 3-5 years,RQ91145,missing car,PENDING,2026-09-11T15:21:37.684
Ahmedabad HUB,Premium Wooden Junior Physician Set,Toy,3-5 years | 5-8 years,RQ91144,missing product,PENDING,2026-09-11T15:18:59.606
Hyderabad Hub,Strike 7,Toy,5-8 years | 8-12 years,RQ91139,quality issue,PENDING,2026-09-11T14:36:18.939
Hyderabad Hub,2 in 1 String Hockey Small,Toy,5-8 years | 8-12 years,RQ91138,damage,PENDING,2026-09-11T14:34:30.533
Hyderabad Hub,Wooden 4 Level Sliding Car Track Toy,Toy,3-5 years | 5-8 years,RQ91134,cars missing,PENDING,2026-09-11T14:31:11.817
Hyderabad Hub,100 Flaps To Learn School,Books,3-5 years,RQ91133,damage and used parmanent marker,PENDING,2026-09-11T14:30:10.205
Hyderabad Hub,Castle swing,Big,1-3 years | 3-5 years,RQ91132,parts missing,PENDING,2026-09-11T14:28:39.223
Hyderabad Hub,Monopoly Fs (India Edition),Toy,5-8 years | 8-12 years,RQ91131,damage,PENDING,2026-09-11T14:26:53.411
Hyderabad Hub,Premium Quality Wooden Dressing Table CnC,Big,1-3 years | 3-5 years | 5-8 years,RQ91130,damage,PENDING,2026-09-11T14:25:51.476
Pune Hub,Addon,Toy,3-5 years | 5-8 years,RQ91127,Ek peace missing,PENDING,2026-09-11T14:12:24.212
Andheri Hub - Mumbai,Name 5,Toy,8-12 years,RQ91117,damage and mising part,PENDING,2026-09-11T13:47:59.152
Andheri Hub - Mumbai,Guess in 10: World of Sports,Toy,5-8 years | 8-12 years,RQ91116,missing part ,PENDING,2026-09-11T13:46:24.256
Andheri Hub - Mumbai,Jungle Birds 4 pieces - 24pcs,Toy,0-1 years | 1-3 years,RQ91115,missing part ,PENDING,2026-09-11T13:45:04.631
Gurgaon Hub,Musical Snail,Toy,0-1 years | 1-3 years,RQ91110,ISTICK MISSING,PENDING,2026-09-11T13:34:10.022
Gurgaon Hub,The Clever Caterpillar,Toy,1-3 years | 3-5 years,RQ91106,"A to z missing 10 item missing 
1 to 25 missing 15 item missing",PENDING,2026-09-11T13:12:36.584
Gurgaon Hub,Marble Run,Big,3-5 years | 5-8 years,RQ91104,"54 Colourful  Marbles"" = TOTALY MISSING",PENDING,2026-09-11T13:05:39.628
Gurgaon Hub,Supreme Kitchen Set,Toy,1-3 years | 3-5 years,RQ91098,MAXIMAM PARTS MISSING....,PENDING,2026-09-11T12:49:19.675
Ahmedabad HUB,"Birds Wooden Round Jigsaw Floor Puzzle, 13 Pcs",Toy,1-3 years | 3-5 years,RQ91089,missing cart,PENDING,2026-09-11T12:24:47.055
Ahmedabad HUB,Halfmoon Geometric Shape Sorter 26 Pieces,Toy,1-3 years | 3-5 years,RQ91088,missing part,PENDING,2026-09-11T12:22:06.443
Ahmedabad HUB,Electric Jeep,Big,1-3 years | 3-5 years | 5-8 years,RQ91086,damage product,PENDING,2026-09-11T12:15:40.944
Ahmedabad HUB,Doctor Set Wheel Premium,Toy,3-5 years | 5-8 years,RQ91085,damage product,PENDING,2026-09-11T12:13:04.185
Ahmedabad HUB,30pcs Sunta blocks - Tiger,Toy,1-3 years | 3-5 years,RQ91084,missing part,PENDING,2026-09-11T12:09:59.261
Ahmedabad HUB,Pen Control - Write & Wipe Activity,Toy,3-5 years,RQ91078,missing pen,PENDING,2026-09-11T11:23:43.603
Ahmedabad HUB,Cow Shape Sorter,Toy,0-1 years | 1-3 years,RQ91077,missing part,PENDING,2026-09-11T11:03:43.117
Ahmedabad HUB,Big Kitchen Set Trolley,Toy,3-5 years | 5-8 years,RQ91076,missing product,PENDING,2026-09-11T10:58:15.684
Yogita's Toy Library,Sakara 66 DIY Dark,Toy,3-5 years | 5-8 years,RQ91065,Pic's missing,PENDING,2026-09-11T10:31:33.632
Yogita's Toy Library,EDU BEATS - THE ELECTRONIC DRUM,Toy,0-1 years | 1-3 years,RQ91064,Damage,PENDING,2026-09-11T10:29:27.232
Yogita's Toy Library,Doctor Set Trolley Big Premium,Toy,3-5 years | 5-8 years,RQ91063,Damage,PENDING,2026-09-11T10:19:58.368
Ahmedabad HUB,Olive Ride-on,Big,1-3 years | 3-5 years,RQ90993,damage,PENDING,2026-09-10T20:51:32.167
Ahmedabad HUB,Stacking Pots,Toy,0-1 years | 1-3 years,RQ90991,missing part,PENDING,2026-09-10T20:50:21.068
Ahmedabad HUB,Fun-o-logy Toys Write & Wipe Activity Mats,Toy,3-5 years,RQ90988,missing part,PENDING,2026-09-10T20:44:58.482
Ahmedabad HUB,Wooden Balancing Beam,Big,1-3 years | 3-5 years,RQ90986,damage,PENDING,2026-09-10T20:40:48.148
Ahmedabad HUB,Magnetic Learn to Spell : Objects,Toy,3-5 years | 5-8 years,RQ90985,missing part,PENDING,2026-09-10T20:40:01.952
Yogita's Toy Library,Roller Coaster,Big,1-3 years | 3-5 years | 5-8 years,RQ90978,Damage,PENDING,2026-09-10T19:25:44.196
Hyderabad Hub,Magplay Tiles,Toy,3-5 years | 5-8 years,RQ90977,wheels damage,PENDING,2026-09-10T19:15:39.426
Yogita's Toy Library,Alphabet Magnetic - Upper Case,Toy,1-3 years | 3-5 years,RQ90971,Pic's missing,PENDING,2026-09-10T18:40:40.714
Yogita's Toy Library,F1 Rider,Big,3-5 years | 5-8 years | 8-12 years,RQ90967,Damage,PENDING,2026-09-10T18:26:16.617
Ahmedabad HUB,Rainbow Sorting,Toy,3-5 years | 5-8 years,RQ90966,NA,PENDING,2026-09-10T18:16:19.992
Ahmedabad HUB,Rainbow Sorting,Toy,3-5 years | 5-8 years,RQ90965,NA,PENDING,2026-09-10T18:16:02.488
Suman Jain,Dreamy Scooter,Big,1-3 years | 3-5 years | 5-8 years,RQ90962,Damage ,PENDING,2026-09-10T18:07:49.349
Suman Jain,Number & Color Wooden Puzzle,Toy,1-3 years | 3-5 years,RQ90960,Damage ,PENDING,2026-09-10T18:06:52.431
Suman Jain,Baby Music Center,Big,0-1 years | 1-3 years | 3-5 years,RQ90959,Damage ,PENDING,2026-09-10T18:05:47.561
Ahmedabad HUB,NE ELC  BUILD AND PLAY CAR,Toy,1-3 years | 3-5 years,RQ90958,NA,PENDING,2026-09-10T18:01:43.081
Ahmedabad HUB,NE ELC  BUILD AND PLAY CAR,Toy,1-3 years | 3-5 years,RQ90957,NA,PENDING,2026-09-10T18:01:14.902
Yogita's Toy Library,Memory Skills,Toy,3-5 years | 5-8 years,RQ90956,Damage,PENDING,2026-09-10T18:01:04.906
Ahmedabad HUB,NE ELC  BUILD AND PLAY CAR,Toy,1-3 years | 3-5 years,RQ90954,NA,PENDING,2026-09-10T18:00:52.002
Ahmedabad HUB,NE ELC  BUILD AND PLAY CAR,Toy,1-3 years | 3-5 years,RQ90953,NA,PENDING,2026-09-10T18:00:25.714
Ahmedabad HUB,NE ELC  BUILD AND PLAY CAR,Toy,1-3 years | 3-5 years,RQ90952,D,PENDING,2026-09-10T18:00:08.83
Yogita's Toy Library,NE KOP DW ROLE ON PLAY SMALL BEAUTY SET,Toy,3-5 years | 5-8 years,RQ90950,Damage,PENDING,2026-09-10T17:50:48.543
Gurgaon Hub,Dreamy Scooter,Big,1-3 years | 3-5 years | 5-8 years,RQ90947,item missing,PENDING,2026-09-10T17:33:59.624
Gurgaon Hub,E Little Unicorn Touch & Talk,Toy,1-3 years | 3-5 years,RQ90944,battery section dimag,PENDING,2026-09-10T17:02:30.507
Ahmedabad HUB,Magnetic Slate,Toy,3-5 years,RQ90942,missing pen,PENDING,2026-09-10T16:46:29.072
Ahmedabad HUB,CONNECT 4,Toy,5-8 years | 8-12 years,RQ90941,missing part,PENDING,2026-09-10T16:44:33.284
Ahmedabad HUB,Life Cycle of a Butterfly,Toy,3-5 years | 5-8 years,RQ90940,missing part,PENDING,2026-09-10T16:42:58.172
Ahmedabad HUB,Happy Feet Baby Walker,Big,0-1 years | 1-3 years,RQ90939,damage,PENDING,2026-09-10T16:38:35.005
Pune Hub,Disney My First Stories: Olaf Loves Picnics,Books,1-3 years | 3-5 years,RQ90930,Damage,PENDING,2026-09-10T15:59:36.74
Pune Hub,Wooden Bread Pop-up Toaster Toy,Toy,1-3 years | 3-5 years,RQ90928,Pcs missing ,PENDING,2026-09-10T15:47:15.568
Pune Hub,SkillBear Activity Panel,Big,0-1 years | 1-3 years,RQ90926,Damage,PENDING,2026-09-10T15:39:01.956
Pune Hub,NE KOP TOOL SET TROLLEY,Toy,3-5 years | 5-8 years,RQ90925,5pcs missing ,PENDING,2026-09-10T15:37:17.996
